,Ram,Battery,Display,Price,company,Inbuilt_memory,fast_charging,Screen_resolution,Processor,Processor_name,rear,front,no_of_sim,Is_5G
230,4.0,6000,6.5,9999,Realme,64,18.0,480 x 960,Octa Core,Helio,13,8,Dual Sim,No
231,4.0,5000,6.5,9999,Realme,64,18.0,480 x 960,Octa Core,Snapdragon,12,13,Dual Sim,No
232,4.0,5000,6.78,9990,Realme,128,45.0,1080 x 2400,Octa Core,Helio,50,8,Dual Sim,No
233,6.0,5000,6.72,9990,Realme,128,33.0,1080 x 2400,Octa Core,Helio,64,8,Dual Sim,No
234,4.0,5000,6.59,9990,Realme,64,18.0,480 x 960,Octa Core,Octa,13,8,Dual Sim,No
235,4.0,6000,6.56,9990,Realme,64,33.0,480 x 960,Octa Core,Helio,48,8,Dual Sim,No
236,3.0,6000,6.52,9990,Realme,32,18.0,480 x 960,Octa Core,Snapdragon,13,8,Dual Sim,No
237,4.0,5500,6.7,9990,Realme,64,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
238,3.0,6000,6.52,9893,Realme,32,18.0,480 x 960,Octa Core,Helio,13,8,Dual Sim,No
239,6.0,5000,6.74,9820,Realme,128,18.0,1080 x 2400,Octa Core,Tiger,108,8,Dual Sim,No
240,4.0,5000,6.4,10299,Realme,64,33.0,1080 x 2400,Octa Core,Helio,50,16,Dual Sim,No
241,8.0,5000,6.74,10390,Realme,128,33.0,480 x 960,Octa Core,Unisoc,50,8,Dual Sim,No
242,4.0,5000,6.67,10499,Realme,64,15.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
243,4.0,6000,6.5,10499,Realme,64,18.0,480 x 960,Octa Core,Helio,48,8,Dual Sim,No
244,4.0,5000,6.72,11999,Realme,128,45.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
245,4.0,5000,6.72,11999,Realme,128,45.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
246,6.0,5000,6.72,11999,Realme,128,33.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
247,6.0,5000,6.5,11999,Realme,64,30.0,1080 x 2400,Octa Core,Helio,64,16,Dual Sim,No
248,4.0,5000,6.52,11999,Realme,64,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
249,4.0,4500,6.6,11999,Realme,64,18.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,No
250,4.0,5000,6.52,11999,Realme,64,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
251,8.0,5000,6.72,11990,Realme,128,33.0,1080 x 2400,Octa Core,Snapdragon,108,2,Dual Sim,No
252,4.0,5000,6.5,11990,Realme,64,18.0,480 x 960,Octa Core,Dimensity,13,5,Dual Sim,Yes
253,4.0,5000,6.72,11910,Realme,128,33.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
254,4.0,5000,6.5,11749,Realme,64,18.0,480 x 960,Octa Core,Snapdragon,64,16,Dual Sim,No
255,4.0,5000,6.67,11499,Realme,128,15.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
256,4.0,5000,6.5,11499,Realme,128,18.0,480 x 960,Octa Core,Dimensity,13,5,Dual Sim,Yes
257,4.0,5000,6.4,12251,Realme,128,30.0,1080 x 2400,Octa Core,Helio,64,16,Dual Sim,No
258,4.0,5000,6.6,12490,Realme,64,18.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
259,4.0,5000,6.5,12490,Realme,64,18.0,1080 x 2400,Octa Core,Dimensity,48,16,Dual Sim,Yes
260,8.0,5000,6.43,14999,Realme,128,33.0,1080 x 2400,Octa Core,Dimensity,64,16,Dual Sim,Yes
261,8.0,5000,6.72,14999,Realme,128,45.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
262,6.0,5000,6.78,14999,Realme,128,44.0,1080 x 2400,Octa Core,Dimensity,108,8,Dual Sim,Yes
263,6.0,5000,6.5,14999,Realme,128,10.0,480 x 960,Octa Core,Dimensity,13,5,Dual Sim,Yes
264,6.0,5000,6.72,14990,Realme,128,65.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
265,8.0,5000,6.4,14990,Realme,128,67.0,1080 x 2400,Octa Core,Helio,108,16,Dual Sim,No
266,6.0,5000,6.6,14990,Realme,128,60.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
267,6.0,5000,6.72,14844,Realme,128,33.0,1080 x 2400,Octa Core,Dimensity,64,8,Dual Sim,Yes
268,8.0,5000,6.6,14499,Realme,128,33.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
269,8.0,5000,6.72,13999,Realme,128,33.0,1080 x 2400,Octa Core,Helio,64,8,Dual Sim,No
270,8.0,5000,6.4,13999,Realme,128,33.0,1080 x 2400,Octa Core,Snapdragon,108,16,Dual Sim,No
271,4.0,4000,6.4,15299,Realme,64,20.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,No
272,6.0,5000,6.67,15329,Realme,128,45.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
273,8.0,5000,6.72,15749,Realme,128,33.0,1080 x 2400,Octa Core,Dimensity,64,8,Dual Sim,Yes
274,8.0,5000,6.4,15990,Realme,128,30.0,1080 x 2400,Octa Core,Helio,64,16,Dual Sim,No
275,6.0,5000,6.72,15990,Realme,128,18.0,1080 x 2400,Octa Core,Dimensity,13,8,Dual Sim,Yes
276,6.0,5000,6.72,19999,Realme,128,33.0,1080 x 2400,Octa Core,Snapdragon,108,16,Dual Sim,Yes
277,6.0,4500,6.4,19999,Realme,128,65.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,No
278,6.0,4500,6.6,19999,Realme,128,33.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
279,8.0,5500,6.78,19990,Realme,256,100.0,1260 x 2800,Octa Core,Snapdragon,50,32,Dual Sim,Yes
280,8.0,5000,6.67,19990,Realme,256,67.0,1080 x 2400,Octa Core,Dimensity,108,16,Dual Sim,Yes
281,8.0,5000,6.8,19990,Realme,128,33.0,1080 x 2400,Octa Core,Dimensity,64,16,Dual Sim,Yes
282,8.0,5000,6.6,19990,Realme,128,33.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
283,8.0,5000,6.67,19783,Realme,256,67.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
284,8.0,5000,6.7,18999,Realme,128,80.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
285,8.0,4500,6.4,18999,Realme,128,50.0,1080 x 2400,Octa Core,Snapdragon,108,16,Dual Sim,No
286,8.0,5000,6.67,18990,Realme,128,67.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
287,8.0,4500,6.62,20499,Realme,128,57.0,1080 x 2400,Octa Core,Octa,64,16,Dual Sim,Yes
288,6.0,5000,6.6,20500,Realme,128,30.0,1080 x 2400,Octa Core,Snapdragon,48,16,Dual Sim,Yes
289,8.0,5000,6.67,20599,Realme,256,67.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
290,8.0,4500,6.57,30049,Realme,256,30.0,1080 x 2400,Octa Core,Snapdragon,64,8,Dual Sim,No
291,8.0,5000,6.74,29999,Realme,128,100.0,1260 x 2800,Octa Core,Snapdragon,50,32,Dual Sim,Yes
292,8.0,5000,6.73,29999,Realme,128,120.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
293,8.0,4500,6.55,29999,Realme,128,65.0,1080 x 2400,Octa Core,Dimensity,64,32,Dual Sim,Yes
294,12.0,5000,6.7,29996,Realme,256,100.0,1080 x 2400,Octa Core,Dimensity,200,32,Dual Sim,Yes
295,8.0,5000,6.74,29990,Realme,128,80.0,1080 x 2400,Octa Core,Snapdragon,50,32,Dual Sim,Yes
296,8.0,5500,6.8,29990,Realme,256,120.0,1260 x 2800,Octa Core,Octa,64,32,Dual Sim,Yes
297,8.0,5500,6.74,29990,Realme,128,100.0,1260 x 2800,Octa Core,Snapdragon,64,16,Dual Sim,Yes
298,12.0,5000,6.7,29990,Realme,512,67.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
299,8.0,5000,6.67,29990,Realme,128,67.0,1080 x 2400,Octa Core,Dimensity,108,32,Dual Sim,Yes
300,6.0,5000,6.55,29990,Realme,128,18.0,1080 x 2400,Octa Core,Dimensity,64,32,Dual Sim,Yes
301,8.0,5000,6.7,28979,Realme,256,67.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,Yes
302,8.0,5000,6.7,28339,Realme,256,100.0,1080 x 2400,Octa Core,Dimensity,200,32,Dual Sim,Yes
303,8.0,5000,6.74,30999,Realme,256,150.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
304,12.0,5000,6.62,30999,Realme,256,65.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
305,12.0,5000,6.7,31089,Realme,256,67.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,Yes
306,16.0,5000,6.74,39999,Realme,256,240.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
307,8.0,5500,6.74,39999,Realme,256,150.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
308,12.0,5000,6.43,39999,Realme,256,65.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
309,8.0,4500,6.57,39999,Realme,128,65.0,1080 x 2400,Octa Core,Snapdragon,64,8,Dual Sim,Yes
310,8.0,5000,6.8,38999,Realme,128,125.0,480 x 960,Octa Core,Snapdragon,64,32,Dual Sim,Yes
311,12.0,5500,6.78,38990,Realme,256,100.0,1260 x 2800,Octa Core,Snapdragon,50,32,Dual Sim,Yes
312,8.0,5000,6.7,36999,Realme,128,100.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
313,8.0,5000,6.7,36990,Realme,128,65.0,1080 x 2400,Octa Core,Snapdragon,50,32,Dual Sim,Yes
314,12.0,5000,6.74,35999,Realme,512,100.0,1260 x 2800,Octa Core,Snapdragon,50,32,Dual Sim,Yes
315,8.0,5000,6.62,34999,Realme,128,65.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
316,12.0,4500,6.57,34999,Realme,256,30.0,1080 x 2400,Octa Core,Snapdragon,64,8,Dual Sim,No
317,8.0,5000,6.74,34990,Realme,256,80.0,1080 x 2400,Octa Core,Snapdragon,200,32,Dual Sim,Yes
318,8.0,5000,6.62,34990,Realme,128,18.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
319,8.0,5000,6.73,33999,Realme,256,67.0,1080 x 2400,Octa Core,Snapdragon,200,32,Dual Sim,Yes
320,8.0,5000,6.62,33999,Realme,256,80.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
321,12.0,5000,6.74,33999,Realme,256,100.0,1260 x 2800,Octa Core,Snapdragon,50,32,Dual Sim,Yes
322,12.0,5500,6.74,33990,Realme,256,150.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
323,8.0,5000,6.7,40990,Realme,128,100.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
324,24.0,5000,6.74,42990,Realme,1000,240.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
325,8.0,5000,6.74,44990,Realme,128,240.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
326,8.0,4500,6.7,44999,Realme,258,65.0,1080 x 2400,Octa Core,Snapdragon,50,32,Dual Sim,Yes
327,12.0,5500,6.78,49990,Realme,256,150.0,1260 x 2800,Octa Core,Snapdragon,50,32,Dual Sim,Yes
328,12.0,5500,6.78,49990,Realme,512,120.0,1800 x 3440,Octa Core,Snapdragon,50,50,Dual Sim,Yes
329,8.0,5500,6.78,49990,Realme,256,150.0,1260 x 2800,Octa Core,Snapdragon,50,50,Dual Sim,Yes
330,8.0,5000,6.7,49990,Realme,128,65.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
331,8.0,5500,6.74,49999,Realme,256,150.0,1260 x 2800,Octa Core,Snapdragon,108,16,Dual Sim,Yes
332,6.0,5000,6.5,14990,Oppo,128,18.0,480 x 960,Octa Core,Dimensity,13,8,Dual Sim,Yes
333,4.0,5000,6.56,13999,Oppo,128,33.0,480 x 960,Octa Core,Dimensity,13,8,Dual Sim,Yes
334,8.0,5000,6.56,13999,Oppo,128,33.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
335,8.0,5000,6.43,13999,Oppo,128,67.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,No
336,8.0,5000,6.56,13999,Oppo,128,33.0,480 x 960,Octa Core,Snapdragon,50,8,Dual Sim,No
337,6.0,5000,6.56,15499,Oppo,128,33.0,480 x 960,Octa Core,Dimensity,13,8,Dual Sim,Yes
338,4.0,5000,6.67,15990,Oppo,256,44.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
339,8.0,5000,6.43,19999,Oppo,256,33.0,1080 x 2400,Octa Core,Helio,100,32,Dual Sim,No
340,12.0,5000,6.72,19999,Oppo,256,33.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
341,8.0,4500,6.43,19990,Oppo,128,33.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,No
342,8.0,5000,6.72,19990,Oppo,128,67.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,Yes
343,8.0,4000,6.4,19990,Oppo,128,30.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,No
344,6.0,5000,6.59,18999,Oppo,128,33.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,No
345,6.0,5000,6.56,18990,Oppo,128,33.0,480 x 960,Octa Core,Dimensity,50,8,Dual Sim,Yes
346,4.0,5000,6.5,18990,Oppo,64,18.0,1080 x 2400,Octa Core,Snapdragon,48,16,Dual Sim,Yes
347,6.0,4000,6.44,18990,Oppo,128,30.0,1080 x 2400,Octa Core,Snapdragon,16,16,Dual Sim,No
348,8.0,5000,6.72,20699,Oppo,256,67.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,Yes
349,8.0,5000,6.7,20990,Oppo,128,67.0,1080 x 2400,Octa Core,Snapdragon,108,16,Dual Sim,Yes
350,8.0,5000,6.7,20999,Oppo,256,67.0,1080 x 2400,Octa Core,Dimensity,64,32,Dual Sim,Yes
351,8.0,5000,6.7,20999,Oppo,256,67.0,1080 x 2400,Octa Core,Dimensity,64,8,Dual Sim,Yes
352,8.0,5000,6.7,29999,Oppo,256,67.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
353,8.0,5500,6.67,29999,Oppo,128,67.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,Yes
354,8.0,4500,6.43,29990,Oppo,128,30.0,1080 x 2400,Octa Core,Dimensity,48,16,Dual Sim,Yes
355,8.0,4500,6.43,29990,Oppo,128,65.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,Yes
356,8.0,5000,6.62,29990,Oppo,128,80.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
357,8.0,5000,6.62,29990,Oppo,128,80.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
358,8.0,4500,6.43,29990,Oppo,128,65.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
359,8.0,4500,6.53,28900,Oppo,128,65.0,1080 x 2400,Octa Core,Dimensity,64,32,Dual Sim,Yes
360,12.0,5000,6.7,30200,Oppo,256,80.0,1080 x 2400,Octa Core,Snapdragon,50,32,Dual Sim,Yes
361,12.0,4500,6.55,30900,Oppo,256,65.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
362,16.0,4500,6.7,39999,Oppo,256,67.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
363,8.0,5000,6.7,38999,Oppo,128,67.0,1080 x 2400,Octa Core,Snapdragon,108,32,Dual Sim,Yes
364,8.0,5000,6.78,36990,Oppo,256,80.0,1080 x 2400,Octa Core,Snapdragon,50,50,Dual Sim,Yes
365,8.0,5000,6.8,35999,Oppo,128,68.0,1080 x 2400,Octa Core,Snapdragon,108,32,Dual Sim,Yes
366,12.0,5000,6.7,35990,Oppo,256,80.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
367,12.0,5500,6.78,34990,Oppo,256,100.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
368,8.0,4500,6.7,42990,Oppo,256,80.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
369,8.0,4500,6.7,42990,Oppo,256,80.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
370,12.0,5000,6.74,44990,Oppo,256,120.0,1260 x 2800,Octa Core,Dimensity,50,32,Dual Sim,Yes
371,12.0,4500,6.55,44990,Oppo,512,65.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
372,8.0,4500,6.55,44990,Oppo,128,65.0,1080 x 2400,Octa Core,Snapdragon,50,32,Dual Sim,Yes
373,12.0,4000,6.5,44999,Oppo,256,65.0,1080 x 2400,Octa Core,Snapdragon,48,32,Dual Sim,Yes
374,16.0,5000,6.7,45999,Oppo,256,80.0,1080 x 2400,Octa Core,Snapdragon,50,32,Dual Sim,Yes
375,12.0,4500,6.7,47990,Oppo,256,65.0,480 x 960,Octa Core,Snapdragon,48,32,Single Sim,Yes
376,12.0,5000,6.78,47999,Oppo,256,100.0,1260 x 2800,Octa Core,Dimensity,64,32,Dual Sim,Yes
377,12.0,5000,6.78,49999,Oppo,256,120.0,480 x 960,Octa Core,Dimensity,64,50,Dual Sim,Yes
378,12.0,5000,6.74,49499,Oppo,256,100.0,1260 x 2800,Octa Core,Snapdragon,64,32,Dual Sim,Yes
379,12.0,4500,6.7,50990,Oppo,256,65.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
380,12.0,5000,6.74,54990,Oppo,256,80.0,1260 x 2800,Octa Core,Dimensity,50,32,Dual Sim,Yes
381,12.0,5000,6.82,69990,Oppo,256,100.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
382,12.0,5000,6.82,71990,Oppo,256,100.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
383,8.0,4500,6.7,78990,Oppo,256,80.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
384,12.0,5000,6.83,79990,Oppo,256,100.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
385,8.0,5000,6.7,79990,Oppo,256,80.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
386,8.0,5000,6.55,84990,Oppo,256,80.0,1080 x 2400,Octa Core,Snapdragon,50,32,Dual Sim,Yes
387,12.0,4500,6.8,84999,Oppo,256,44.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
388,8.0,4500,6.8,89990,Oppo,128,44.0,1260 x 2800,Octa Core,Dimensity,50,16,Single Sim,Yes
389,8.0,4500,6.8,89999,Oppo,256,44.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
390,12.0,5000,7.1,94990,Oppo,256,67.0,1800 x 3440,Octa Core,Snapdragon,50,16,Dual Sim,Yes
391,12.0,5000,6.83,99990,Oppo,256,80.0,1800 x 3440,Octa Core,Snapdragon,50,16,Single Sim,Yes
392,8.0,5000,7.1,99990,Oppo,256,67.0,1800 x 3440,Octa Core,Snapdragon,50,16,Dual Sim,Yes
393,8.0,4000,7.4,134999,Oppo,256,45.0,480 x 960,Octa Core,Snapdragon,50,16,Single Sim,No
394,12.0,4500,6.7,129990,Oppo,512,65.0,480 x 960,Octa Core,Snapdragon,48,32,Single Sim,Yes
395,12.0,5000,7.56,119900,Oppo,256,120.0,1800 x 3440,Octa Core,Octa,50,16,Dual Sim,Yes
396,12.0,5000,7.82,114990,Oppo,512,67.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
397,4.0,5000,6.51,10990,IQOO,128,15.0,480 x 960,Octa Core,Dimensity,13,5,Dual Sim,Yes
398,6.0,5000,6.58,11999,IQOO,128,18.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,Yes
399,4.0,5000,6.58,12899,IQOO,64,18.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,Yes
400,4.0,5000,6.58,12990,IQOO,64,18.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,No
401,8.0,6000,6.72,13499,IQOO,128,44.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,Yes
402,4.0,5000,6.58,13990,IQOO,128,18.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
403,6.0,5000,6.51,13990,IQOO,128,18.0,1080 x 2400,Octa Core,Snapdragon,13,8,Dual Sim,Yes
404,6.0,5000,6.6,14990,IQOO,64,33.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,No
405,8.0,6000,6.64,15990,IQOO,128,80.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,Yes
406,6.0,6000,6.58,15990,IQOO,128,44.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
407,4.0,5000,6.51,15990,IQOO,128,18.0,480 x 960,Octa Core,Dimensity,13,8,Dual Sim,Yes
408,8.0,4500,6.38,15999,IQOO,128,44.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
409,6.0,4500,6.38,17990,IQOO,128,44.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
410,8.0,5000,6.58,17999,IQOO,128,18.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
411,8.0,5000,6.64,18990,IQOO,128,120.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
412,4.0,5000,6.51,18990,IQOO,128,18.0,480 x 960,Octa Core,Dimensity,13,5,Dual Sim,Yes
413,8.0,5000,6.64,19499,IQOO,256,120.0,1080 x 2400,Octa Core,Dimensity,64,16,Dual Sim,Yes
414,8.0,6000,6.64,19990,IQOO,128,67.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
415,8.0,5000,6.67,19999,IQOO,128,44.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
416,8.0,4500,6.64,19990,IQOO,128,80.0,1080 x 2400,Octa Core,Snapdragon,64,8,Dual Sim,Yes
417,6.0,5000,6.44,19990,IQOO,128,33.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,Yes
418,8.0,5000,6.67,21838,IQOO,256,44.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
419,8.0,5000,6.78,22486,IQOO,128,66.0,1080 x 2400,Octa Core,Dimensity,64,16,Dual Sim,Yes
420,8.0,5000,6.62,22990,IQOO,128,80.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
421,6.0,4500,6.44,22999,IQOO,128,80.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
422,8.0,5000,6.78,29999,IQOO,128,120.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
423,12.0,6000,6.78,29990,IQOO,256,80.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
424,8.0,5000,6.82,29990,IQOO,128,150.0,1080 x 2400,Octa Core,Snapdragon,50,32,Dual Sim,Yes
425,8.0,4500,6.57,29990,IQOO,128,65.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
426,12.0,5000,6.78,28999,IQOO,256,120.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
427,12.0,5500,6.78,26990,IQOO,256,120.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
428,8.0,4500,6.62,25999,IQOO,128,66.0,1080 x 2400,Octa Core,Snapdragon,48,16,Dual Sim,Yes
429,8.0,5000,6.67,25990,IQOO,128,120.0,1080 x 2400,Octa Core,Snapdragon,108,32,Dual Sim,Yes
430,12.0,5500,6.8,30990,IQOO,256,150.0,1260 x 2800,Octa Core,Snapdragon,64,32,Dual Sim,Yes
431,8.0,5000,6.78,32990,IQOO,256,120.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
432,8.0,5000,6.78,33990,IQOO,128,120.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
433,8.0,5500,6.78,34999,IQOO,128,120.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
434,8.0,5500,6.78,36999,IQOO,256,120.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
435,8.0,5000,6.62,37990,IQOO,128,18.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
436,16.0,5000,6.78,38990,IQOO,256,120.0,1260 x 2800,Octa Core,Dimensity,50,16,Dual Sim,Yes
437,8.0,5000,6.78,39990,IQOO,256,120.0,1260 x 2800,Octa Core,Dimensity,50,16,Dual Sim,Yes
438,8.0,4500,6.62,39990,IQOO,128,66.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
439,12.0,5500,6.78,38999,IQOO,256,120.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
440,8.0,4500,6.56,42990,IQOO,128,120.0,1080 x 2400,Octa Core,Snapdragon,48,16,Dual Sim,Yes
441,12.0,5000,6.78,43990,IQOO,256,200.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
442,12.0,5000,6.78,44990,IQOO,256,120.0,1260 x 2800,Octa Core,Snapdragon,50,32,Dual Sim,Yes
443,16.0,5000,6.78,44999,IQOO,256,120.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
444,12.0,5000,6.78,49990,IQOO,256,120.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
445,12.0,4500,6.56,52652,IQOO,256,120.0,1080 x 2400,Octa Core,Snapdragon,48,16,Dual Sim,Yes
446,12.0,5000,6.78,52999,IQOO,256,120.0,1260 x 2800,Octa Core,Snapdragon,64,16,Dual Sim,Yes
447,16.0,5000,6.78,57999,IQOO,512,120.0,1260 x 2800,Octa Core,Snapdragon,64,16,Dual Sim,Yes
448,8.0,5000,6.78,58990,IQOO,256,200.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
449,8.0,5000,6.78,58990,IQOO,256,200.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
450,12.0,6000,6.8,64990,IQOO,256,120.0,1800 x 3440,Octa Core,Snapdragon,108,32,Dual Sim,Yes
451,16.0,5500,6.78,64990,IQOO,256,120.0,480 x 960,Octa Core,Snapdragon,64,16,Dual Sim,Yes
452,8.0,5000,6.78,64990,IQOO,256,120.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
453,12.0,5000,6.8,72990,IQOO,512,250.0,480 x 960,Octa Core,Snapdragon,200,60,Dual Sim,Yes
454,12.0,5000,6.78,76429,IQOO,256,120.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
455,6.0,5000,6.71,6999,Poco,128,18.0,480 x 960,Octa Core,Helio,8,5,Dual Sim,No
456,4.0,5000,6.71,6999,Poco,64,10.0,480 x 960,Octa Core,Helio,50,5,Dual Sim,No
457,3.0,5000,6.52,7299,Poco,32,10.0,480 x 960,Quad Core,Helio,8,5,Dual Sim,No
