,Ram,Battery,Display,Price,company,Inbuilt_memory,fast_charging,Screen_resolution,Processor,Processor_name,rear,front,no_of_sim,Is_5G
1075,8.0,5000,6.59,20999,OnePlus,128,33.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
1076,8.0,5000,6.78,22990,OnePlus,256,80.0,1080 x 2400,Octa Core,Snapdragon,50,32,Dual Sim,Yes
1077,8.0,5000,6.78,24990,OnePlus,128,40.0,1080 x 2400,Octa Core,Snapdragon,108,16,Dual Sim,Yes
1078,8.0,5000,6.72,24990,OnePlus,128,67.0,1080 x 2400,Octa Core,Snapdragon,108,16,Dual Sim,Yes
1079,8.0,5000,6.59,24999,OnePlus,256,33.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
1080,8.0,4000,6.55,29990,OnePlus,128,30.0,1080 x 2400,Octa Core,Snapdragon,48,16,Dual Sim,No
1081,8.0,5000,6.78,32999,OnePlus,128,120.0,1260 x 2800,Octa Core,Snapdragon,50,32,Dual Sim,Yes
1082,8.0,5500,6.78,35990,OnePlus,128,100.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1083,16.0,5000,6.74,35609,OnePlus,256,100.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1084,8.0,5000,6.7,39888,OnePlus,128,80.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
1085,12.0,5500,6.78,30999,OnePlus,256,100.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1086,8.0,5000,6.7,30999,OnePlus,128,80.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
1087,8.0,5000,6.7,33990,OnePlus,128,150.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1088,12.0,4500,6.43,34999,OnePlus,256,65.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
1089,8.0,5000,6.57,34999,OnePlus,128,120.0,1080 x 2400,Octa Core,Dimensity,64,32,Dual Sim,Yes
1090,12.0,4500,6.55,32990,OnePlus,256,18.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1091,12.0,5000,6.74,34990,OnePlus,256,150.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1092,8.0,4500,6.43,29990,OnePlus,128,80.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
1093,12.0,5000,6.74,34999,OnePlus,256,100.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1094,16.0,5500,6.78,42437,OnePlus,256,100.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1095,8.0,5000,6.7,43889,OnePlus,128,100.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1096,8.0,5500,6.78,40108,OnePlus,256,100.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1097,8.0,5500,6.81,45990,OnePlus,256,120.0,1260 x 2800,Octa Core,Snapdragon,50,32,Dual Sim,Yes
1098,12.0,5000,6.7,47998,OnePlus,256,80.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
1099,12.0,6500,6.82,49990,OnePlus,256,100.0,480 x 960,Octa Core,Snapdragon,64,32,Dual Sim,Yes
1100,12.0,4500,6.7,46990,OnePlus,256,65.0,480 x 960,Octa Core,Snapdragon,48,16,Dual Sim,Yes
1101,8.0,4500,6.7,41990,OnePlus,128,65.0,480 x 960,Octa Core,Snapdragon,48,16,Dual Sim,Yes
1102,8.0,5000,6.72,49990,OnePlus,128,150.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1103,12.0,5000,6.7,47990,OnePlus,256,150.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1104,16.0,5000,6.7,43299,OnePlus,256,150.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1105,8.0,4500,6.62,44990,OnePlus,128,18.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1106,12.0,4500,6.62,42999,OnePlus,256,65.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1107,12.0,5500,6.82,58699,OnePlus,256,100.0,480 x 960,Octa Core,Snapdragon,64,32,Dual Sim,Yes
1108,16.0,5000,6.7,50999,OnePlus,256,100.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1109,16.0,5000,6.7,58990,OnePlus,256,100.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1110,8.0,5000,6.7,59990,OnePlus,128,120.0,480 x 960,Octa Core,Snapdragon,64,32,Dual Sim,Yes
1111,8.0,5000,6.7,55999,OnePlus,128,150.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1112,12.0,5000,6.7,54999,OnePlus,256,150.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1113,16.0,5500,6.82,63359,OnePlus,512,100.0,480 x 960,Octa Core,Snapdragon,64,32,Dual Sim,Yes
1114,12.0,5500,6.8,64990,OnePlus,256,120.0,480 x 960,Octa Core,Snapdragon,50,50,Dual Sim,Yes
1115,12.0,5000,6.73,69999,OnePlus,256,100.0,480 x 960,Octa Core,Snapdragon,108,32,Dual Sim,Yes
1116,16.0,5000,7.82,129990,OnePlus,512,67.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1117,12.0,5000,6.78,70990,OnePlus,256,200.0,480 x 960,Octa Core,Snapdragon,200,32,Dual Sim,Yes
1118,8.0,4500,6.7,69999,OnePlus,128,100.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1119,16.0,5000,6.7,59990,OnePlus,256,100.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1120,12.0,4500,6.78,79990,OnePlus,256,67.0,1080 x 2400,Octa Core,Dimensity,50,16,Single Sim,Yes
1121,12.0,5000,6.7,74999,OnePlus,512,80.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
1122,12.0,4000,6.67,62999,OnePlus,256,18.0,480 x 960,Octa Core,Snapdragon,48,16,Dual Sim,Yes
1123,16.0,5000,6.7,64990,OnePlus,256,100.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1124,16.0,5000,6.7,64990,OnePlus,256,100.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1125,8.0,5000,6.7,69999,OnePlus,128,80.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
1126,4.0,5000,6.74,7699,Xiaomi,128,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
1127,3.0,5000,6.71,6999,Xiaomi,64,10.0,480 x 960,Octa Core,Helio,8,5,Dual Sim,No
1128,6.0,5000,6.74,8499,Xiaomi,128,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
1129,4.0,5000,6.78,9999,Xiaomi,64,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
1130,4.0,5000,6.79,9190,Xiaomi,128,18.0,1080 x 2400,Octa Core,Helio,50,8,Dual Sim,No
1131,4.0,5000,6.52,7900,Xiaomi,64,10.0,480 x 960,Octa Core,Helio,8,5,Dual Sim,No
1132,4.0,5000,6.53,7689,Xiaomi,64,18.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
1133,6.0,5000,6.79,9999,Xiaomi,128,18.0,1080 x 2400,Octa Core,Helio,50,8,Dual Sim,No
1134,6.0,5000,6.71,8999,Xiaomi,128,10.0,480 x 960,Octa Core,Helio,8,5,Dual Sim,No
1135,4.0,5000,6.71,7890,Xiaomi,128,10.0,480 x 960,Octa Core,Helio,8,5,Dual Sim,No
1136,6.0,5000,6.58,9998,Xiaomi,128,18.0,1080 x 2400,Octa Core,Helio,50,8,Dual Sim,No
1137,4.0,6000,6.7,8990,Xiaomi,64,18.0,480 x 960,Octa Core,Snapdragon,50,5,Dual Sim,No
1138,4.0,4000,6.3,9990,Xiaomi,64,18.0,1080 x 2400,Octa Core,Helio,48,13,Dual Sim,No
1139,6.0,5000,6.71,8499,Xiaomi,128,18.0,480 x 960,Octa Core,Helio,50,5,Dual Sim,No
1140,2.0,2500,5.0,9990,Xiaomi,64,18.0,480 x 960,Quad Core,Unisoc,13,13,Dual Sim,No
1141,4.0,5000,6.52,7990,Xiaomi,64,10.0,480 x 960,Octa Core,Helio,8,5,Dual Sim,No
1142,4.0,5000,6.53,9999,Xiaomi,64,18.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
1143,4.0,5000,6.71,8980,Xiaomi,128,18.0,480 x 960,Octa Core,Helio,50,5,Dual Sim,No
1144,6.0,5000,6.53,7990,Xiaomi,128,18.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
1145,2.0,5000,6.53,7699,Xiaomi,32,18.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
1146,4.0,5000,6.67,11159,Xiaomi,128,33.0,1080 x 2400,Octa Core,Snapdragon,48,13,Dual Sim,Yes
1147,4.0,5000,6.74,10499,Xiaomi,128,18.0,480 x 960,Octa Core,Dimensity,50,5,Dual Sim,Yes
1148,4.0,5000,6.79,11350,Xiaomi,128,18.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,Yes
1149,6.0,5000,6.74,11999,Xiaomi,128,18.0,480 x 960,Octa Core,Dimensity,50,5,Dual Sim,Yes
1150,8.0,5000,6.74,10269,Xiaomi,256,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
1151,6.0,5000,6.67,11489,Xiaomi,64,33.0,1080 x 2400,Octa Core,Snapdragon,50,13,Dual Sim,No
1152,6.0,5000,6.43,11425,Xiaomi,128,33.0,1080 x 2400,Octa Core,Snapdragon,50,13,Dual Sim,No
1153,6.0,5000,6.79,9998,Xiaomi,128,18.0,1080 x 2400,Octa Core,Helio,50,8,Dual Sim,No
1154,4.0,5000,6.79,11990,Xiaomi,128,18.0,1080 x 2400,Octa Core,Snapdragon,50,5,Dual Sim,Yes
1155,4.0,5000,6.58,10490,Xiaomi,64,18.0,1080 x 2400,Octa Core,Dimensity,50,5,Dual Sim,Yes
1156,4.0,4500,6.08,11499,Xiaomi,64,18.0,480 x 960,Octa Core,Snapdragon,48,32,Dual Sim,No
1157,4.0,5000,6.43,10999,Xiaomi,64,33.0,1080 x 2400,Octa Core,Snapdragon,50,13,Dual Sim,No
1158,4.0,5000,6.74,11999,Xiaomi,128,18.0,480 x 960,Octa Core,Dimensity,50,5,Dual Sim,Yes
1159,6.0,6000,6.7,10490,Xiaomi,128,18.0,480 x 960,Octa Core,Snapdragon,50,5,Dual Sim,No
1160,4.0,6000,6.5,10990,Xiaomi,64,18.0,1080 x 2400,Octa Core,Helio,50,8,Dual Sim,No
1161,8.0,6000,6.7,10949,Xiaomi,128,18.0,480 x 960,Octa Core,Snapdragon,50,5,Dual Sim,No
1162,8.0,5000,6.82,14999,Xiaomi,128,44.0,1080 x 2400,Octa Core,Octa,108,16,Dual Sim,Yes
1163,8.0,5000,6.79,13999,Xiaomi,256,18.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,Yes
1164,6.0,5000,6.79,12120,Xiaomi,128,18.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,Yes
1165,8.0,5000,6.74,13999,Xiaomi,256,18.0,480 x 960,Octa Core,Dimensity,50,5,Dual Sim,Yes
1166,6.0,5000,6.67,12239,Xiaomi,128,33.0,1080 x 2400,Octa Core,Snapdragon,48,13,Dual Sim,Yes
1167,6.0,5000,6.43,12428,Xiaomi,128,33.0,1080 x 2400,Octa Core,Snapdragon,50,13,Dual Sim,No
1168,6.0,5000,6.43,13490,Xiaomi,64,33.0,1080 x 2400,Octa Core,Helio,64,13,Dual Sim,No
1169,6.0,5000,6.82,12499,Xiaomi,128,33.0,1080 x 2400,Octa Core,Snapdragon,64,8,Dual Sim,Yes
1170,4.0,4500,6.53,13999,Xiaomi,64,18.0,1080 x 2400,Octa Core,Snapdragon,48,32,Dual Sim,No
1171,4.0,5000,6.58,12990,Xiaomi,128,18.0,1080 x 2400,Octa Core,Dimensity,13,5,Dual Sim,Yes
1172,4.0,5000,6.5,13990,Xiaomi,64,18.0,1080 x 2400,Octa Core,Dimensity,48,8,Dual Sim,Yes
1173,6.0,6000,6.53,12990,Xiaomi,128,18.0,1080 x 2400,Octa Core,Snapdragon,48,8,Dual Sim,No
1174,4.0,5000,6.58,13990,Xiaomi,128,18.0,1080 x 2400,Octa Core,Dimensity,50,5,Dual Sim,Yes
1175,8.0,5000,6.43,13999,Xiaomi,128,33.0,1080 x 2400,Octa Core,Helio,108,16,Dual Sim,No
1176,4.0,4000,6.3,12990,Xiaomi,64,18.0,1080 x 2400,Octa Core,Snapdragon,48,13,Dual Sim,No
1177,6.0,5000,6.67,13999,Xiaomi,128,33.0,1080 x 2400,Octa Core,Snapdragon,50,13,Dual Sim,No
1178,6.0,5000,6.67,14999,Xiaomi,128,67.0,1080 x 2400,Octa Core,Snapdragon,108,16,Dual Sim,No
1179,6.0,5000,6.67,15898,Xiaomi,128,33.0,1080 x 2400,Octa Core,Dimensity,108,16,Dual Sim,Yes
1180,8.0,5000,6.67,18377,Xiaomi,256,33.0,1080 x 2400,Octa Core,Dimensity,108,16,Dual Sim,Yes
1181,12.0,5000,6.67,20075,Xiaomi,256,33.0,1080 x 2400,Octa Core,Dimensity,108,16,Dual Sim,Yes
1182,4.0,6000,6.67,17990,Xiaomi,128,67.0,1080 x 2400,Octa Core,Helio,50,16,Dual Sim,No
1183,8.0,5000,6.67,17975,Xiaomi,256,33.0,1080 x 2400,Octa Core,Snapdragon,48,13,Dual Sim,Yes
1184,6.0,5500,6.67,19999,Xiaomi,128,33.0,1080 x 2400,Octa Core,Snapdragon,108,32,Dual Sim,Yes
1185,8.0,5000,6.73,15990,Xiaomi,128,80.0,1080 x 2400,Octa Core,Dimensity,64,32,Dual Sim,No
1186,8.0,5000,6.43,14999,Xiaomi,128,33.0,1080 x 2400,Octa Core,Helio,108,16,Dual Sim,No
1187,6.0,5500,6.67,16890,Xiaomi,128,33.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,No
1188,6.0,5000,6.67,15990,Xiaomi,128,33.0,1080 x 2400,Octa Core,Snapdragon,108,16,Dual Sim,No
1189,8.0,5000,6.6,18390,Xiaomi,128,33.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
1190,6.0,5000,6.67,17990,Xiaomi,64,67.0,1080 x 2400,Octa Core,Snapdragon,108,16,Dual Sim,Yes
1191,6.0,5000,6.43,15499,Xiaomi,128,33.0,1080 x 2400,Octa Core,Snapdragon,48,13,Dual Sim,No
1192,4.0,5500,6.67,15999,Xiaomi,128,18.0,1080 x 2400,Octa Core,Snapdragon,48,16,Dual Sim,No
1193,8.0,5500,6.51,18499,Xiaomi,128,67.0,1080 x 2400,Octa Core,Dimensity,64,16,Dual Sim,Yes
1194,6.0,5500,6.6,19990,Xiaomi,128,67.0,1080 x 2400,Octa Core,Dimensity,64,16,Dual Sim,Yes
1195,4.0,6000,6.7,14990,Xiaomi,128,18.0,480 x 960,Octa Core,Snapdragon,50,5,Dual Sim,No
1196,6.0,5000,6.43,14999,Xiaomi,64,33.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,No
1197,12.0,5000,6.67,23990,Xiaomi,256,90.0,1260 x 2800,Octa Core,Snapdragon,50,20,Dual Sim,Yes
1198,8.0,5500,6.67,22297,Xiaomi,128,67.0,1260 x 2800,Octa Core,Snapdragon,200,16,Dual Sim,Yes
1199,8.0,5000,6.67,28517,Xiaomi,256,120.0,1260 x 2800,Octa Core,Dimensity,200,16,Dual Sim,Yes
1200,8.0,5000,6.74,24990,Xiaomi,256,150.0,1080 x 2400,Octa Core,Dimensity,108,32,Dual Sim,Yes
1201,8.0,5500,6.67,24329,Xiaomi,256,67.0,1260 x 2800,Octa Core,Snapdragon,200,16,Dual Sim,Yes
1202,12.0,5000,6.67,20048,Xiaomi,256,33.0,1080 x 2400,Octa Core,Dimensity,108,16,Dual Sim,Yes
1203,12.0,5500,6.67,26479,Xiaomi,256,67.0,1260 x 2800,Octa Core,Snapdragon,200,16,Dual Sim,Yes
1204,12.0,5000,6.67,27990,Xiaomi,256,67.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
1205,6.0,5000,6.67,24890,Xiaomi,128,67.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
1206,12.0,5500,6.67,23999,Xiaomi,256,90.0,1260 x 2800,Octa Core,Dimensity,64,16,Dual Sim,Yes
1207,12.0,5000,6.67,29990,Xiaomi,256,120.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1208,8.0,5000,6.71,23990,Xiaomi,128,18.0,1080 x 2400,Octa Core,Dimensity,108,32,Dual Sim,Yes
1209,6.0,5000,6.67,22499,Xiaomi,128,33.0,1080 x 2400,Octa Core,Snapdragon,48,20,Dual Sim,Yes
1210,6.0,5500,6.6,27999,Xiaomi,128,67.0,1080 x 2400,Octa Core,Dimensity,64,16,Dual Sim,Yes
1211,8.0,5000,6.67,27999,Xiaomi,256,120.0,1080 x 2400,Octa Core,Dimensity,200,16,Dual Sim,Yes
1212,8.0,5000,6.67,23999,Xiaomi,256,67.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
1213,8.0,4500,6.55,24449,Xiaomi,128,33.0,1080 x 2400,Octa Core,Snapdragon,64,20,Dual Sim,Yes
1214,6.0,5500,6.67,24999,Xiaomi,128,67.0,1080 x 2400,Octa Core,Dimensity,108,16,Dual Sim,Yes
1215,8.0,5000,6.67,23990,Xiaomi,256,67.0,1080 x 2400,Octa Core,Helio,200,16,Dual Sim,No
1216,12.0,5000,6.77,34990,Tecno,512,70.0,1260 x 2800,Octa Core,Dimensity,50,50,Dual Sim,Yes
1217,8.0,5500,6.8,36898,Tecno,256,45.0,1080 x 2400,Octa Core,Dimensity,64,32,Dual Sim,Yes
1218,12.0,5500,6.8,44949,Tecno,256,45.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
1219,12.0,5500,6.82,49990,Tecno,256,67.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
1220,12.0,5500,6.82,54990,Tecno,256,67.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
1221,8.0,4000,6.9,54999,Tecno,256,45.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
1222,12.0,5500,6.83,52990,Tecno,256,80.0,1800 x 3440,Octa Core,Dimensity,64,32,Dual Sim,Yes
1223,12.0,5500,6.8,59990,Tecno,256,120.0,1800 x 3440,Octa Core,Octa,108,32,Dual Sim,Yes
1224,12.0,5000,7.85,74999,Tecno,512,45.0,480 x 960,Octa Core,Dimensity,50,16,Dual Sim,Yes
1225,12.0,5000,7.85,69899,Tecno,512,45.0,480 x 960,Octa Core,Dimensity,50,16,Dual Sim,Yes
1226,12.0,5000,7.9,89990,Tecno,256,66.0,480 x 960,Octa Core,Dimensity,50,16,Dual Sim,Yes
1227,12.0,5000,7.11,99990,Tecno,256,66.0,480 x 960,Octa Core,Dimensity,50,32,Dual Sim,Yes
1228,8.0,4000,6.75,89990,Tecno,256,66.0,1080 x 2400,Octa Core,Dimensity,50,16,Single Sim,Yes
1229,3.0,4000,6.26,11990,Huawei,32,18.0,480 x 960,Octa Core,Snapdragon,13,8,Dual Sim,No
1230,128.0,6000,6.75,14990,Huawei,64,22.5,480 x 960,Octa Core,Kirin,50,8,Dual Sim,No
1231,128.0,6000,6.75,14990,Huawei,64,22.5,480 x 960,Quad Core,Kirin,48,8,Dual Sim,No
1232,6.0,5000,6.52,12999,Huawei,128,22.5,480 x 960,Octa Core,Octa,50,5,Dual Sim,No
1233,6.0,6000,6.75,14990,Huawei,128,22.5,480 x 960,Quad Core,Kirin,13,8,Dual Sim,No
1234,8.0,4000,6.78,19990,Huawei,128,66.0,1080 x 2400,Octa Core,Snapdragon,108,16,Dual Sim,No
1235,8.0,5000,6.7,16990,Huawei,128,40.0,1080 x 2400,Octa Core,Snapdragon,108,8,Dual Sim,No
1236,4.0,5000,6.67,18499,Huawei,128,22.5,1080 x 2400,Octa Core,Kirin,48,8,Dual Sim,No
1237,128.0,6000,6.75,15990,Huawei,64,22.5,480 x 960,Octa Core,Octa,13,8,Dual Sim,No
1238,128.0,5000,6.8,17999,Huawei,64,40.0,1080 x 2400,Quad Core,Snapdragon,50,8,Dual Sim,No
1239,8.0,4000,6.6,19990,Huawei,128,40.0,1080 x 2400,Octa Core,Octa,64,16,Dual Sim,No
1240,8.0,5000,6.7,24990,Huawei,256,40.0,1080 x 2400,Octa Core,Snapdragon,108,8,Dual Sim,No
1241,8.0,4500,6.7,26990,Huawei,256,66.0,1260 x 2800,Octa Core,Snapdragon,50,60,Dual Sim,No
1242,8.0,4500,6.67,24990,Huawei,256,66.0,1080 x 2400,Octa Core,Snapdragon,108,32,Dual Sim,No
1243,8.0,7000,6.95,23990,Huawei,128,22.5,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,No
1244,8.0,5000,6.5,24999,Huawei,64,18.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,No
1245,8.0,5000,6.8,23999,Huawei,128,40.0,1080 x 2400,Octa Core,Snapdragon,48,16,Dual Sim,No
1246,4.0,5000,6.52,21990,Huawei,64,22.5,480 x 960,Octa Core,Octa,50,5,Dual Sim,No
1247,8.0,4500,6.67,23999,Huawei,256,66.0,1080 x 2400,Octa Core,Snapdragon,108,16,Dual Sim,No
1248,8.0,4000,6.78,29990,Huawei,128,66.0,1080 x 2400,Octa Core,Snapdragon,108,16,Dual Sim,Yes
1249,8.0,6000,6.75,21990,Huawei,128,22.5,480 x 960,Octa Core,Kirin,50,8,Dual Sim,No
1250,256.0,4500,6.7,29990,Huawei,128,66.0,1260 x 2800,Octa Core,Snapdragon,50,60,Dual Sim,No
1251,8.0,4500,6.67,22990,Huawei,256,66.0,1080 x 2400,Octa Core,Snapdragon,100,32,Dual Sim,No
1252,8.0,6000,6.75,20990,Huawei,128,22.5,480 x 960,Octa Core,Kirin,48,8,Dual Sim,No
1253,8.0,7000,6.95,20990,Huawei,128,22.5,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,No
1254,256.0,4500,6.7,29990,Huawei,128,66.0,1260 x 2800,Octa Core,Snapdragon,50,60,Dual Sim,No
1255,8.0,4000,6.67,29990,Huawei,128,66.0,1080 x 2400,Octa Core,Snapdragon,50,60,Dual Sim,No
1256,8.0,5000,6.7,22990,Huawei,128,40.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,No
1257,6.0,4000,6.3,22999,Huawei,128,18.0,1080 x 2400,Octa Core,Kirin,48,16,Dual Sim,No
1258,256.0,5000,6.56,32990,Huawei,128,66.0,1260 x 2800,Octa Core,Snapdragon,50,60,Dual Sim,No
1259,256.0,5000,6.7,34990,Huawei,128,100.0,1260 x 2800,Octa Core,Kirin,50,60,Dual Sim,Yes
1260,256.0,5000,6.78,49990,Huawei,128,120.0,1260 x 2800,Octa Core,Kirin,108,8,Dual Sim,Yes
1261,512.0,5000,6.76,46990,Huawei,128,100.0,1260 x 2800,Octa Core,Kirin,50,8,Dual Sim,No
1262,256.0,5000,6.76,46999,Huawei,128,100.0,1260 x 2800,Octa Core,Kirin,50,8,Dual Sim,Yes
1263,256.0,4500,6.78,40990,Huawei,128,100.0,1260 x 2800,Octa Core,Snapdragon,50,8,Dual Sim,No
1264,8.0,4500,6.78,42990,Huawei,128,100.0,1260 x 2800,Octa Core,Snapdragon,50,8,Dual Sim,No
1265,128.0,4500,6.7,45999,Huawei,128,66.0,1260 x 2800,Octa Core,Snapdragon,50,13,Dual Sim,No
1266,8.0,4000,6.73,59999,Huawei,128,40.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
1267,128.0,5000,6.67,53990,Huawei,256,66.0,1260 x 2800,Octa Core,Snapdragon,48,13,Dual Sim,No
1268,8.0,4000,6.73,59990,Huawei,128,40.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,No
1269,128.0,4500,6.7,56990,Huawei,256,66.0,1260 x 2800,Octa Core,Snapdragon,50,13,Dual Sim,No
1270,512.0,4500,6.78,52990,Huawei,256,100.0,1260 x 2800,Octa Core,Snapdragon,50,8,Dual Sim,No
1271,16.0,5500,6.8,115990,Huawei,512,100.0,1260 x 2800,Octa Core,Kirin,50,13,Dual Sim,Yes
1272,12.0,5500,6.8,74990,Huawei,256,100.0,1260 x 2800,Octa Core,Kirin,50,13,Dual Sim,Yes
1273,256.0,5000,6.67,83999,Huawei,256,88.0,1260 x 2800,Octa Core,Snapdragon,48,13,Dual Sim,No
1274,16.0,5500,6.8,93990,Huawei,512,100.0,1260 x 2800,Octa Core,Octa,50,13,Dual Sim,Yes
1275,12.0,5000,6.8,84990,Huawei,256,100.0,1260 x 2800,Octa Core,Octa,50,16,Dual Sim,Yes
1276,12.0,5000,6.6,63990,Huawei,256,66.0,1260 x 2800,Octa Core,Kirin,50,13,Dual Sim,Yes
1277,12.0,5000,6.82,79990,Huawei,256,88.0,1260 x 2800,Octa Core,Kirin,50,13,Dual Sim,Yes
1278,8.0,4500,6.76,99990,Huawei,256,66.0,480 x 960,Octa Core,Kirin,64,13,Dual Sim,Yes
1279,16.0,5500,6.82,129990,Huawei,512,120.0,1800 x 3440,Octa Core,Octa,50,50,Dual Sim,Yes
1280,12.0,5000,6.73,69990,Huawei,256,100.0,1260 x 2800,Octa Core,Octa,50,13,Dual Sim,Yes
1281,16.0,5000,6.82,134990,Huawei,512,88.0,480 x 960,Octa Core,Kirin,48,13,Dual Sim,Yes
1282,8.0,4500,6.76,69990,Huawei,128,66.0,480 x 960,Octa Core,Kirin,50,13,Dual Sim,No
1283,12.0,4500,6.76,121999,Huawei,256,66.0,480 x 960,Octa Core,Kirin,50,13,Dual Sim,Yes
1284,12.0,4500,6.76,191999,Huawei,512,66.0,480 x 960,Octa Core,Kirin,50,13,Dual Sim,Yes
1285,8.0,4500,6.58,82990,Huawei,256,40.0,1260 x 2800,Octa Core,Kirin,50,32,Dual Sim,Yes
1286,12.0,5000,6.67,69990,Huawei,256,66.0,1260 x 2800,Octa Core,Kirin,108,16,Dual Sim,Yes
1287,12.0,5000,6.94,92990,Huawei,256,66.0,480 x 960,Octa Core,Kirin,50,16,Dual Sim,No
1288,8.0,5000,6.9,79990,Huawei,128,66.0,1080 x 2400,Octa Core,Octa,50,16,Dual Sim,No
1289,512.0,5500,6.67,110990,Huawei,256,80.0,1260 x 2800,Octa Core,Snapdragon,48,13,Dual Sim,No
1290,6.0,5500,6.56,9990,Honor,128,18.0,480 x 960,Octa Core,Snapdragon,13,5,Dual Sim,Yes
1291,2.0,5000,6.5,8990,Honor,32,18.0,480 x 960,Octa Core,Helio,8,5,Dual Sim,No
1292,4.0,5000,6.5,9999,Honor,128,18.0,480 x 960,Octa Core,Snapdragon,13,5,Dual Sim,Yes
1293,6.0,5000,6.5,11999,Honor,128,18.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
1294,2.0,5000,6.56,10990,Honor,32,18.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
1295,6.0,5000,6.5,11990,Honor,128,22.5,480 x 960,Octa Core,Snapdragon,13,5,Dual Sim,Yes
1296,4.0,5000,6.5,11999,Honor,64,10.0,480 x 960,Octa Core,Helio,50,5,Dual Sim,No
